Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
Asus,Laptop Asus ZenBook UX482EA i5 1135G7/8GB/512GBTouch/Pen/Túi/Stand/Win11 (KA397W),14,Intel Core i5,8GB,SSD: 512GB,32990000,31990000,https://www.thegioididong.com/laptop/asus-zenbook-ux482ea-i5-ka397w?src=osp,TheGioiDiDong
Lenovo,Laptop Lenovo Gaming Legion 5 15ACH6 R7 5800H/8GB/512GB/4GB RTX3050Ti/165Hz/Win11 (82JW00KMVN),15.6,AMD Ryzen 7,8GB,SSD: 512GB,31990000,31990000,https://www.thegioididong.com/laptop/lenovo-gaming-legion-5-15ach6-r7-82jw00kmvn?src=osp,TheGioiDiDong
Asus,Laptop Asus ZenBook Duo UX482EA i5 1135G7/8GB/512GB/Touch/Pen/Túi/Stand/Win10 (KA274T),14,Intel Core i5,8GB,SSD: 512GB,32990000,31990000,https://www.thegioididong.com/laptop/asus-zenbook-ux482ea-i5-ka274t?src=osp,TheGioiDiDong
Apple,Laptop Apple MacBook Pro M1 2020 8GB/256GB (MYD82SA/A),13.3,Apple M1,8GB,SSD: 256GB,34990000,31490000,https://www.thegioididong.com/laptop/apple-macbook-pro-2020-m1-myd82saa?src=osp,TheGioiDiDong
Asus,Laptop Asus TUF Gaming FX507ZC i7 12700H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HN124W),15.6,Intel Core i7,8GB,SSD: 512GB,31490000,30990000,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx507zc-i7-hn124w?src=osp,TheGioiDiDong
HP,Laptop HP Gaming VICTUS 16 d0198TX i7 11800H/8GB/32GB+512GB/4GB RTX3050Ti/Win11 (4R0U0PA),16.1,Intel Core i7,8GB,SSD: 512GB,32490000,30490000,https://www.thegioididong.com/laptop/hp-gaming-victus-16-d0198tx-i7-4r0u0pa?src=osp,TheGioiDiDong
Dell,Laptop Dell Gaming G15 5511 i7 11800H/8GB/512GB/4GB RTX3050/120Hz/Office H&S/Win11 (P105F006AGR),15.6,Intel Core i7,8GB,SSD: 512GB,33990000,29990000,https://www.thegioididong.com/laptop/dell-gaming-g15-5511-i7-p105f006agr?src=osp,TheGioiDiDong
MSI,Laptop MSI Gaming Pulse GL66 11UDK i7 11800H/16GB/512GB/4GB RTX3050Ti/144Hz/Balo/Chu?t/Win10 (816VN),15.6,Intel Core i7,16GB,SSD: 512GB,33990000,30590000,https://www.thegioididong.com/laptop/msi-gaming-pulse-gl66-11udk-i7-816vn?src=osp,TheGioiDiDong
Asus,Laptop Asus TUF Gaming FA707RC R7 6800H/8GB/512GB/4GB RTX3050/144Hz/Win11 (HX130W),17.3,AMD Ryzen 7,8GB,SSD: 512GB,29990000,29490000,https://www.thegioididong.com/laptop/asus-tuf-gaming-fa707rc-r7-hx130w?src=osp,TheGioiDiDong
Asus,Laptop Asus TUF Gaming FX516PM i7 11370H/8GB/512GB/6GB RTX3060/144Hz/Win10 (HN002T),15.6,Intel Core i7,8GB,SSD: 512GB,32990000,29190000,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx516pm-i7-hn002t?src=osp,TheGioiDiDong
